lineId,season,name,team,iceTimeRank,dZoneGiveawaysAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,blockedShotAttemptsFor,hitsFor,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,goalsFor,goalsAgainst,corsiPercentage,xGoalsFor,shotsOnGoalFor,flurryScoreVenueAdjustedxGoalsFor,fenwickPercentage,playContinuedOutsideZoneFor,netGoals
84752228476854,2015,Lindholm-Vatanen,ANA,318.0,7.0,7.0,0.0,20.0,33.0,1.0,11.0,16.0,1.0,0.0,0.54,2.1,34.0,2.05,0.55,24.0,1.0
84701518474565,2015,Bouwmeester-Pietrangelo,STL,90.0,75.0,119.0,25.0,210.0,346.0,14.0,196.0,250.0,31.0,29.0,0.49,36.81,482.0,36.38,0.49,226.0,2.0
84670968471686,2015,Staal-Boyle,NYR,271.0,45.0,70.0,20.0,119.0,279.0,6.0,120.0,153.0,20.0,17.0,0.47,18.31,249.0,18.31,0.47,138.0,3.0
84718738476300,2015,Nesterov-Stralman,T.B,303.0,8.0,15.0,1.0,25.0,62.0,1.0,34.0,39.0,2.0,3.0,0.49,3.82,56.0,3.75,0.48,31.0,-1.0
84740668474612,2015,Hickey-Hamonic,NYI,234.0,18.0,27.0,5.0,39.0,89.0,3.0,32.0,37.0,3.0,4.0,0.49,5.12,81.0,5.25,0.52,45.0,-1.0
84713928476853,2015,Rielly-Polak,TOR,312.0,10.0,14.0,2.0,30.0,56.0,6.0,34.0,31.0,7.0,6.0,0.49,6.55,59.0,6.31,0.46,32.0,1.0
84706308474151,2015,Mcdonagh-Klein,NYR,287.0,35.0,37.0,13.0,81.0,165.0,10.0,69.0,85.0,17.0,13.0,0.49,13.28,169.0,13.18,0.52,88.0,4.0
84706138471709,2015,Vlasic-Burns,S.J,361.0,10.0,11.0,2.0,42.0,51.0,2.0,26.0,29.0,8.0,1.0,0.57,4.5,73.0,4.47,0.57,40.0,7.0
84708348476885,2015,Byfuglien-Trouba,WPG,309.0,70.0,47.0,12.0,122.0,212.0,4.0,80.0,122.0,18.0,9.0,0.57,22.65,267.0,21.64,0.57,117.0,9.0
84685428470613,2015,Martin-Burns,S.J,128.0,125.0,132.0,27.0,277.0,354.0,13.0,228.0,285.0,47.0,37.0,0.52,47.94,570.0,46.76,0.53,313.0,10.0
84685428474027,2015,Martin-Braun,S.J,433.0,6.0,9.0,2.0,19.0,34.0,1.0,15.0,24.0,2.0,1.0,0.49,4.56,46.0,4.4,0.54,25.0,1.0
84706408477205,2015,Carle-Sustr,T.B,307.0,13.0,24.0,3.0,46.0,80.0,3.0,37.0,59.0,10.0,6.0,0.48,7.88,89.0,7.9,0.48,57.0,4.0
84756908477018,2015,Hutton-Tanev,VAN,286.0,16.0,17.0,5.0,59.0,69.0,3.0,29.0,48.0,3.0,9.0,0.52,6.79,104.0,6.54,0.53,51.0,-6.0
84695988475764,2015,Fowler-Bieksa,ANA,155.0,56.0,82.0,18.0,140.0,332.0,12.0,139.0,166.0,20.0,24.0,0.49,23.32,290.0,23.25,0.5,160.0,-4.0
84684938475753,2015,Hainsey-Faulk,CAR,173.0,59.0,81.0,25.0,166.0,223.0,13.0,131.0,148.0,23.0,30.0,0.53,25.84,309.0,24.93,0.52,178.0,-7.0
84716868471958,2015,Staal-Girardi,NYR,386.0,23.0,33.0,9.0,39.0,110.0,6.0,72.0,62.0,2.0,7.0,0.39,7.04,84.0,7.03,0.41,52.0,-5.0
84701108475208,2015,Daley-Dumoulin,PIT,178.0,30.0,40.0,10.0,97.0,132.0,7.0,70.0,103.0,19.0,12.0,0.52,16.14,199.0,15.88,0.5,81.0,7.0
84650098471717,2015,Chara-Mcquaid,BOS,350.0,18.0,23.0,5.0,61.0,106.0,7.0,59.0,53.0,6.0,4.0,0.48,6.73,91.0,6.57,0.45,39.0,2.0
84717428476931,2015,Mccabe-Franson,BUF,194.0,24.0,25.0,9.0,60.0,126.0,4.0,34.0,60.0,7.0,8.0,0.54,7.95,124.0,7.96,0.54,67.0,-1.0
84764038476473,2015,Dahlbeck-Murphy,ARI,306.0,4.0,7.0,4.0,10.0,29.0,2.0,16.0,21.0,0.0,5.0,0.37,1.28,25.0,1.23,0.37,10.0,-5.0
84740278475455,2015,Dillon-Braun,S.J,365.0,8.0,14.0,3.0,19.0,50.0,1.0,31.0,30.0,6.0,4.0,0.46,5.79,66.0,5.56,0.51,29.0,2.0
84662858475179,2015,Campbell-Kulikov,FLA,334.0,3.0,9.0,3.0,9.0,22.0,1.0,10.0,14.0,2.0,2.0,0.44,2.03,22.0,2.02,0.44,21.0,0.0
84713928471436,2015,Hunwick-Polak,TOR,305.0,7.0,11.0,5.0,28.0,54.0,1.0,25.0,24.0,3.0,4.0,0.43,3.1,35.0,2.93,0.41,15.0,-1.0
84745748476885,2015,Trouba-Myers,WPG,334.0,39.0,28.0,8.0,69.0,110.0,2.0,35.0,74.0,14.0,10.0,0.53,11.95,140.0,11.26,0.53,63.0,4.0
84723828476923,2015,Greene-Severson,N.J,413.0,5.0,7.0,1.0,10.0,28.0,0.0,13.0,15.0,2.0,2.0,0.53,2.02,35.0,1.96,0.55,27.0,0.0
84741628474166,2015,Muzzin-Martinez,L.A,177.0,99.0,79.0,20.0,233.0,539.0,12.0,165.0,194.0,32.0,25.0,0.56,36.88,447.0,36.64,0.57,225.0,7.0
84712698474628,2015,Grossmann-Stone,ARI,190.0,33.0,57.0,12.0,85.0,159.0,8.0,101.0,117.0,2.0,10.0,0.46,14.18,178.0,13.67,0.46,106.0,-8.0
84751868476457,2015,Moore-Larsson,N.J,381.0,3.0,3.0,0.0,5.0,18.0,0.0,13.0,14.0,3.0,0.0,0.38,1.72,14.0,1.75,0.39,7.0,3.0
84706008476463,2015,Suter-Brodin,MIN,376.0,18.0,15.0,5.0,34.0,47.0,3.0,35.0,48.0,7.0,3.0,0.49,5.75,81.0,5.72,0.5,42.0,4.0
84674008473446,2015,Beauchemin-Johnson,COL,148.0,71.0,141.0,32.0,190.0,408.0,12.0,228.0,266.0,28.0,38.0,0.44,32.43,477.0,31.86,0.48,267.0,-10.0
84751798475755,2015,Kulikov-Petrovic,FLA,267.0,16.0,22.0,6.0,49.0,171.0,4.0,48.0,56.0,8.0,5.0,0.51,9.04,113.0,8.63,0.52,50.0,3.0
84740318476441,2015,Edmundson-Shattenkirk,STL,246.0,10.0,21.0,8.0,50.0,110.0,3.0,45.0,38.0,5.0,9.0,0.54,5.56,95.0,5.4,0.54,49.0,-4.0
84769588478396,2015,Hanifin-Slavin,CAR,245.0,25.0,33.0,5.0,61.0,97.0,3.0,59.0,64.0,11.0,9.0,0.5,11.46,117.0,11.2,0.5,81.0,2.0
84706018476300,2015,Coburn-Nesterov,T.B,235.0,23.0,28.0,5.0,74.0,154.0,7.0,67.0,82.0,14.0,8.0,0.53,11.01,148.0,10.75,0.5,67.0,6.0
84683098468513,2015,Streit-Schultz,PHI,170.0,64.0,79.0,18.0,152.0,262.0,15.0,111.0,171.0,22.0,18.0,0.48,24.9,310.0,24.12,0.5,149.0,4.0
84695988475222,2015,Bieksa-Vatanen,ANA,255.0,18.0,19.0,3.0,35.0,70.0,2.0,35.0,31.0,5.0,8.0,0.54,8.06,87.0,7.81,0.58,56.0,-3.0
84745208477205,2015,Garrison-Sustr,T.B,122.0,21.0,39.0,7.0,92.0,147.0,3.0,76.0,90.0,15.0,20.0,0.53,13.73,176.0,13.41,0.52,96.0,-5.0
84734158474749,2015,Bartkowski-Biega,VAN,159.0,44.0,76.0,13.0,123.0,212.0,8.0,123.0,123.0,14.0,20.0,0.47,13.81,211.0,13.9,0.43,122.0,-6.0
84706078477845,2015,Van Riemsdyk-Seabrook,CHI,267.0,41.0,56.0,18.0,81.0,135.0,4.0,111.0,115.0,13.0,14.0,0.41,12.62,172.0,12.72,0.43,105.0,-1.0
84746058476879,2015,Wiercioch-Ceci,OTT,147.0,49.0,54.0,10.0,93.0,202.0,5.0,110.0,106.0,11.0,12.0,0.45,13.95,167.0,13.42,0.44,89.0,-1.0
84745658476892,2015,Pietrangelo-Parayko,STL,473.0,8.0,5.0,4.0,40.0,32.0,1.0,16.0,13.0,8.0,1.0,0.69,5.88,69.0,5.8,0.68,38.0,7.0
84761918476792,2015,Krug-Miller,BOS,322.0,47.0,43.0,10.0,104.0,184.0,9.0,72.0,121.0,15.0,11.0,0.52,15.86,213.0,15.67,0.52,96.0,4.0
84712428474090,2015,Smith-Green,DET,208.0,31.0,48.0,8.0,94.0,173.0,6.0,56.0,83.0,13.0,11.0,0.6,17.69,225.0,17.0,0.6,145.0,2.0
84706408471873,2015,Carle-Stralman,T.B,350.0,2.0,9.0,1.0,19.0,42.0,1.0,12.0,28.0,0.0,3.0,0.49,3.48,56.0,3.33,0.54,18.0,-3.0
84708348475279,2015,Chiarot-Byfuglien,WPG,252.0,34.0,40.0,14.0,66.0,173.0,3.0,70.0,61.0,16.0,19.0,0.5,12.57,153.0,12.44,0.52,94.0,-3.0
84717298474673,2015,Brodie-Russell,CGY,215.0,14.0,9.0,3.0,21.0,41.0,2.0,15.0,43.0,8.0,3.0,0.42,4.26,50.0,4.3,0.44,28.0,5.0
84697608475171,2015,Ekman-Larsson-Michalek,ARI,338.0,4.0,10.0,0.0,18.0,20.0,0.0,15.0,19.0,6.0,3.0,0.6,3.36,45.0,3.38,0.58,30.0,3.0
84696198476191,2015,Seidenberg-Miller,BOS,307.0,16.0,21.0,5.0,33.0,86.0,2.0,30.0,48.0,8.0,5.0,0.48,5.22,77.0,4.94,0.48,33.0,3.0
84694658475690,2015,Hamhuis-Tanev,VAN,256.0,11.0,12.0,4.0,33.0,29.0,3.0,24.0,27.0,3.0,6.0,0.5,4.31,58.0,4.24,0.49,34.0,-3.0
84706018471873,2016,Coburn-Stralman,T.B,334.0,11.0,21.0,1.0,26.0,59.0,7.0,32.0,38.0,3.0,1.0,0.43,3.74,45.0,3.62,0.39,24.0,2.0
84712848476457,2016,Sekera-Larsson,EDM,452.0,8.0,9.0,4.0,19.0,34.0,0.0,15.0,24.0,4.0,3.0,0.58,4.55,52.0,4.44,0.58,29.0,1.0
84754308475462,2016,Manning-Gudas,PHI,167.0,44.0,58.0,12.0,140.0,279.0,6.0,81.0,89.0,15.0,17.0,0.53,15.74,203.0,15.34,0.53,116.0,-2.0
84694658475906,2016,Hamhuis-Klingberg,DAL,435.0,23.0,31.0,12.0,70.0,73.0,2.0,38.0,47.0,10.0,10.0,0.5,10.71,105.0,10.14,0.49,57.0,0.0
84746188476463,2016,Brodin-Scandella,MIN,274.0,3.0,5.0,2.0,20.0,24.0,1.0,18.0,22.0,7.0,7.0,0.53,4.56,57.0,4.55,0.54,30.0,0.0
84716778475233,2016,Johnson-Savard,CBJ,133.0,79.0,139.0,31.0,234.0,446.0,38.0,227.0,270.0,48.0,30.0,0.51,48.6,590.0,47.53,0.52,307.0,18.0
84674008477507,2016,Beauchemin-Zadorov,COL,294.0,21.0,31.0,9.0,63.0,114.0,5.0,57.0,78.0,8.0,11.0,0.47,9.2,119.0,8.94,0.46,69.0,-3.0
84754308476906,2016,Gostisbehere-Manning,PHI,185.0,31.0,39.0,20.0,75.0,129.0,4.0,66.0,90.0,7.0,12.0,0.54,13.93,173.0,13.38,0.52,90.0,-5.0
84717298476457,2016,Russell-Larsson,EDM,306.0,15.0,22.0,4.0,32.0,70.0,4.0,29.0,44.0,5.0,5.0,0.47,5.41,72.0,5.31,0.47,30.0,0.0
84701878475181,2016,Leddy-Boychuk,NYI,216.0,42.0,45.0,13.0,97.0,161.0,4.0,80.0,124.0,18.0,8.0,0.52,18.1,219.0,17.69,0.52,112.0,10.0
84741628474563,2016,Muzzin-Doughty,L.A,379.0,31.0,37.0,6.0,94.0,148.0,6.0,47.0,78.0,11.0,9.0,0.59,13.52,166.0,13.36,0.56,87.0,2.0
84774888478396,2016,Hanifin-Pesce,CAR,310.0,14.0,31.0,7.0,57.0,74.0,8.0,51.0,64.0,11.0,11.0,0.51,9.1,117.0,8.78,0.51,55.0,0.0
84739338475186,2016,Moore-Lovejoy,N.J,352.0,5.0,24.0,6.0,27.0,68.0,6.0,37.0,50.0,5.0,5.0,0.4,5.09,70.0,5.01,0.41,45.0,0.0
84706008474716,2016,Suter-Spurgeon,MIN,105.0,97.0,122.0,23.0,262.0,332.0,16.0,247.0,328.0,63.0,37.0,0.52,57.85,653.0,55.61,0.52,323.0,26.0
84717428476931,2016,Mccabe-Franson,BUF,289.0,25.0,40.0,10.0,70.0,109.0,5.0,59.0,105.0,13.0,11.0,0.49,11.81,156.0,11.45,0.48,103.0,2.0
84754628478500,2016,Provorov-Gudas,PHI,297.0,9.0,8.0,3.0,21.0,50.0,2.0,11.0,23.0,3.0,2.0,0.46,2.57,35.0,2.5,0.48,15.0,1.0
84713928476853,2016,Rielly-Polak,TOR,271.0,6.0,11.0,2.0,13.0,44.0,1.0,21.0,34.0,5.0,2.0,0.43,3.38,40.0,3.57,0.45,34.0,3.0
84740318476892,2016,Parayko-Shattenkirk,STL,327.0,2.0,12.0,1.0,17.0,25.0,1.0,11.0,20.0,5.0,4.0,0.52,1.69,30.0,1.63,0.48,14.0,1.0
84745798479442,2016,Sbisa-Stecher,VAN,251.0,22.0,31.0,10.0,54.0,63.0,3.0,50.0,60.0,8.0,9.0,0.45,6.33,88.0,6.22,0.43,48.0,-1.0
84745908475200,2016,Orlov-Carlson,WSH,290.0,46.0,61.0,10.0,112.0,140.0,5.0,70.0,103.0,16.0,13.0,0.54,15.69,179.0,15.62,0.52,107.0,3.0
84768758477932,2016,Matheson-Ekblad,FLA,299.0,22.0,25.0,3.0,43.0,86.0,5.0,49.0,64.0,9.0,6.0,0.51,8.84,126.0,8.61,0.52,68.0,3.0
84768538479458,2016,Rielly-Zaitsev,TOR,229.0,98.0,124.0,32.0,200.0,360.0,20.0,233.0,216.0,33.0,47.0,0.5,39.0,431.0,38.06,0.49,218.0,-14.0
84763128476854,2016,Lindholm-Manson,ANA,156.0,80.0,69.0,17.0,174.0,410.0,12.0,127.0,147.0,25.0,20.0,0.56,33.2,379.0,32.09,0.57,183.0,5.0
84712748474628,2016,Goligoski-Stone,ARI,118.0,39.0,70.0,23.0,110.0,231.0,8.0,119.0,132.0,13.0,18.0,0.43,13.75,194.0,13.15,0.42,110.0,-5.0
84706138475455,2016,Dillon-Burns,S.J,451.0,14.0,14.0,4.0,38.0,40.0,0.0,16.0,26.0,5.0,5.0,0.61,6.52,65.0,6.48,0.63,42.0,0.0
84712848471729,2016,Sekera-Russell,EDM,155.0,95.0,103.0,28.0,181.0,300.0,16.0,166.0,197.0,30.0,18.0,0.46,33.18,371.0,31.82,0.49,190.0,12.0
84703248471742,2016,Gorges-Franson,BUF,233.0,10.0,23.0,6.0,32.0,85.0,1.0,33.0,49.0,7.0,6.0,0.51,7.12,100.0,6.99,0.54,49.0,1.0
84717028475200,2016,Orlov-Niskanen,WSH,230.0,89.0,87.0,31.0,196.0,300.0,13.0,128.0,151.0,37.0,22.0,0.57,31.5,411.0,31.45,0.56,201.0,15.0
84695988475764,2016,Fowler-Bieksa,ANA,340.0,32.0,44.0,14.0,70.0,131.0,8.0,67.0,82.0,14.0,12.0,0.49,11.78,157.0,11.57,0.5,95.0,2.0
84769588478396,2016,Hanifin-Slavin,CAR,423.0,4.0,5.0,1.0,15.0,7.0,0.0,13.0,12.0,3.0,0.0,0.51,1.86,24.0,1.76,0.48,10.0,3.0
84745688479345,2016,Chychrun-Schenn,ARI,307.0,14.0,30.0,7.0,62.0,173.0,7.0,63.0,59.0,4.0,10.0,0.46,6.42,101.0,6.31,0.46,66.0,-6.0
84742188477932,2016,Demers-Ekblad,FLA,319.0,4.0,10.0,1.0,6.0,14.0,0.0,9.0,10.0,2.0,4.0,0.47,1.95,20.0,1.93,0.48,9.0,-2.0
84746008475176,2016,Josi-Ellis,NSH,119.0,81.0,101.0,24.0,237.0,311.0,14.0,180.0,278.0,41.0,34.0,0.5,34.88,457.0,34.02,0.5,239.0,7.0
84650098476191,2016,Chara-Miller,BOS,263.0,12.0,16.0,3.0,20.0,42.0,2.0,18.0,27.0,1.0,3.0,0.47,2.69,41.0,2.56,0.45,20.0,-2.0
84741668475188,2016,Martinez-Mcnabb,L.A,229.0,26.0,21.0,4.0,64.0,102.0,3.0,41.0,39.0,5.0,6.0,0.59,9.37,116.0,9.05,0.61,63.0,-1.0
84702818470607,2016,Keith-Seabrook,CHI,390.0,27.0,31.0,20.0,84.0,69.0,7.0,67.0,81.0,12.0,9.0,0.51,10.34,156.0,9.86,0.49,77.0,3.0
84714368474581,2016,Gardiner-Hunwick,TOR,417.0,9.0,12.0,2.0,14.0,25.0,1.0,9.0,19.0,5.0,2.0,0.52,3.88,38.0,3.81,0.54,23.0,3.0
84770188477997,2016,Tryamkin-Hutton,VAN,198.0,33.0,43.0,17.0,76.0,94.0,5.0,70.0,77.0,8.0,11.0,0.48,12.24,144.0,11.98,0.5,88.0,-3.0
84736738475455,2016,Schlemko-Dillon,S.J,185.0,83.0,66.0,22.0,177.0,276.0,11.0,124.0,121.0,18.0,18.0,0.53,27.24,332.0,27.01,0.55,164.0,0.0
84684938475753,2016,Hainsey-Faulk,CAR,84.0,54.0,103.0,18.0,175.0,259.0,11.0,157.0,182.0,20.0,35.0,0.51,29.72,329.0,28.52,0.5,168.0,-15.0
84745658476892,2016,Pietrangelo-Parayko,STL,481.0,11.0,13.0,1.0,43.0,51.0,0.0,22.0,29.0,11.0,4.0,0.59,6.8,83.0,6.71,0.62,40.0,7.0
84686748474673,2016,Brodie-Engelland,CGY,308.0,22.0,37.0,7.0,46.0,105.0,4.0,36.0,61.0,8.0,12.0,0.49,7.21,113.0,7.16,0.52,61.0,-4.0
84757538476958,2016,Slavin-Faulk,CAR,342.0,18.0,57.0,8.0,76.0,128.0,7.0,74.0,89.0,13.0,9.0,0.51,15.73,170.0,15.08,0.51,80.0,4.0
84685428474027,2016,Martin-Braun,S.J,404.0,5.0,5.0,2.0,14.0,26.0,0.0,13.0,14.0,1.0,3.0,0.53,2.84,27.0,2.81,0.55,20.0,-2.0
84684988474590,2016,Orpik-Carlson,WSH,412.0,5.0,12.0,3.0,9.0,16.0,1.0,12.0,10.0,4.0,3.0,0.51,2.25,33.0,2.29,0.54,18.0,1.0
84757538477488,2016,Faulk-Pesce,CAR,383.0,3.0,7.0,1.0,14.0,11.0,0.0,4.0,18.0,1.0,0.0,0.57,2.43,22.0,2.39,0.53,11.0,1.0
84650098476525,2016,Chara-Miller,BOS,347.0,5.0,8.0,3.0,15.0,30.0,2.0,10.0,15.0,8.0,4.0,0.58,3.17,38.0,2.97,0.61,19.0,4.0
84684988471702,2016,Orpik-Niskanen,WSH,396.0,4.0,6.0,5.0,17.0,37.0,2.0,12.0,16.0,3.0,2.0,0.54,2.58,34.0,2.63,0.53,17.0,1.0
84713928474581,2016,Gardiner-Polak,TOR,277.0,20.0,23.0,13.0,45.0,92.0,2.0,43.0,71.0,9.0,8.0,0.5,9.95,100.0,9.67,0.5,66.0,1.0
84706028474578,2016,Phaneuf-Karlsson,OTT,420.0,23.0,33.0,8.0,56.0,99.0,4.0,46.0,71.0,12.0,10.0,0.51,9.81,118.0,9.39,0.53,76.0,2.0
84685428470613,2016,Martin-Burns,S.J,129.0,143.0,184.0,44.0,350.0,360.0,13.0,270.0,347.0,52.0,41.0,0.52,54.1,629.0,52.59,0.52,340.0,11.0
84764738479345,2016,Chychrun-Murphy,ARI,236.0,16.0,46.0,8.0,80.0,179.0,6.0,87.0,99.0,12.0,17.0,0.46,12.43,167.0,12.0,0.45,88.0,-5.0
84706028476879,2016,Phaneuf-Ceci,OTT,178.0,97.0,119.0,23.0,195.0,369.0,17.0,230.0,225.0,27.0,36.0,0.45,30.97,408.0,29.43,0.46,222.0,-9.0
84735848476906,2016,Gostisbehere-Macdonald,PHI,253.0,28.0,31.0,10.0,60.0,83.0,4.0,43.0,57.0,6.0,10.0,0.51,10.9,113.0,10.48,0.52,50.0,-4.0
84767928478443,2016,Krug-Carlo,BOS,465.0,12.0,9.0,8.0,32.0,48.0,4.0,17.0,27.0,1.0,4.0,0.6,6.06,79.0,6.01,0.63,58.0,-3.0
84703248477499,2016,Gorges-Ristolainen,BUF,236.0,32.0,61.0,9.0,71.0,226.0,12.0,116.0,139.0,9.0,14.0,0.42,15.5,198.0,14.92,0.43,107.0,-5.0
84706138474027,2016,Burns-Braun,S.J,504.0,3.0,9.0,0.0,7.0,13.0,1.0,10.0,15.0,1.0,1.0,0.49,2.61,29.0,2.55,0.56,23.0,0.0
84702818477845,2016,Keith-Van Riemsdyk,CHI,297.0,25.0,20.0,6.0,41.0,41.0,2.0,31.0,37.0,11.0,6.0,0.52,5.38,86.0,5.21,0.53,39.0,5.0
84774958478460,2016,Werenski-Jones,CBJ,138.0,83.0,131.0,39.0,284.0,361.0,36.0,178.0,259.0,42.0,32.0,0.53,41.84,566.0,40.67,0.53,252.0,10.0
84706008476463,2016,Suter-Brodin,MIN,341.0,7.0,3.0,0.0,14.0,13.0,1.0,3.0,11.0,0.0,3.0,0.61,2.67,39.0,2.58,0.65,19.0,-3.0
84674008473446,2016,Beauchemin-Johnson,COL,342.0,5.0,11.0,3.0,18.0,28.0,1.0,17.0,25.0,7.0,2.0,0.56,3.84,59.0,3.63,0.57,30.0,5.0
84745658476441,2016,Edmundson-Pietrangelo,STL,252.0,9.0,26.0,13.0,61.0,105.0,4.0,32.0,55.0,7.0,6.0,0.49,6.53,96.0,6.4,0.46,51.0,1.0
84712748476473,2016,Goligoski-Murphy,ARI,327.0,19.0,49.0,10.0,57.0,169.0,14.0,79.0,91.0,11.0,13.0,0.46,12.9,152.0,12.07,0.47,80.0,-2.0
84761918476792,2016,Krug-Miller,BOS,318.0,4.0,11.0,4.0,22.0,33.0,3.0,8.0,26.0,5.0,3.0,0.59,3.71,49.0,3.56,0.57,22.0,2.0
84739918475200,2016,Alzner-Orlov,WSH,339.0,5.0,10.0,2.0,9.0,18.0,2.0,10.0,13.0,2.0,1.0,0.49,1.65,22.0,1.71,0.47,13.0,1.0
84745688475171,2016,Ekman-Larsson-Schenn,ARI,267.0,40.0,93.0,31.0,123.0,323.0,11.0,187.0,183.0,21.0,25.0,0.43,20.2,277.0,20.03,0.43,155.0,-4.0
84694658475730,2016,Hamhuis-Johns,DAL,244.0,31.0,35.0,9.0,88.0,135.0,3.0,64.0,68.0,11.0,11.0,0.55,14.75,152.0,14.09,0.55,86.0,0.0
84684988477220,2016,Schmidt-Orpik,WSH,179.0,67.0,52.0,12.0,161.0,235.0,2.0,104.0,110.0,25.0,12.0,0.57,25.97,291.0,25.66,0.56,124.0,13.0
84695988476854,2016,Lindholm-Bieksa,ANA,339.0,16.0,11.0,2.0,40.0,82.0,3.0,33.0,38.0,9.0,4.0,0.51,5.46,74.0,5.35,0.53,46.0,5.0
84746008475218,2016,Josi-Ekholm,NSH,320.0,8.0,8.0,2.0,21.0,26.0,0.0,18.0,16.0,4.0,2.0,0.54,3.03,39.0,3.09,0.54,21.0,2.0
84752008477220,2016,Orlov-Schmidt,WSH,322.0,3.0,4.0,1.0,9.0,17.0,0.0,7.0,9.0,1.0,1.0,0.54,1.67,23.0,1.64,0.55,16.0,0.0
84764638476856,2016,Brodin-Dumba,MIN,239.0,35.0,38.0,9.0,71.0,112.0,8.0,72.0,81.0,16.0,13.0,0.48,12.41,151.0,12.44,0.5,95.0,3.0
84706028475227,2016,Phaneuf-Wideman,OTT,467.0,18.0,31.0,4.0,59.0,74.0,8.0,39.0,46.0,7.0,8.0,0.52,7.35,104.0,7.13,0.51,50.0,-1.0
84745208477205,2016,Garrison-Sustr,T.B,248.0,40.0,61.0,9.0,67.0,164.0,5.0,74.0,104.0,9.0,14.0,0.47,14.51,190.0,14.29,0.49,106.0,-5.0
84751868476923,2016,Moore-Severson,N.J,302.0,23.0,51.0,10.0,72.0,115.0,11.0,52.0,82.0,13.0,8.0,0.52,12.48,134.0,12.01,0.49,85.0,5.0
84739918474590,2016,Alzner-Carlson,WSH,175.0,73.0,84.0,24.0,144.0,248.0,12.0,154.0,194.0,25.0,21.0,0.46,24.77,298.0,24.29,0.46,152.0,4.0
84717098474027,2016,Vlasic-Braun,S.J,140.0,110.0,127.0,16.0,227.0,362.0,13.0,208.0,276.0,34.0,37.0,0.46,33.87,420.0,33.84,0.48,223.0,-3.0
84741668475762,2016,Martinez-Forbort,L.A,330.0,20.0,25.0,3.0,36.0,86.0,2.0,32.0,48.0,6.0,8.0,0.53,8.03,82.0,8.04,0.55,45.0,-2.0
84702818471769,2016,Keith-Hjalmarsson,CHI,183.0,83.0,104.0,31.0,205.0,165.0,13.0,157.0,212.0,29.0,25.0,0.5,31.53,386.0,31.05,0.5,197.0,4.0
84740318474565,2016,Pietrangelo-Shattenkirk,STL,395.0,3.0,6.0,1.0,16.0,31.0,2.0,5.0,14.0,5.0,1.0,0.64,2.46,31.0,2.39,0.64,25.0,4.0
84757538478396,2016,Hanifin-Faulk,CAR,316.0,21.0,35.0,9.0,66.0,103.0,4.0,51.0,82.0,10.0,10.0,0.57,14.03,165.0,13.58,0.57,91.0,0.0
84739338475750,2016,Merrill-Lovejoy,N.J,205.0,17.0,40.0,7.0,46.0,115.0,3.0,70.0,87.0,7.0,12.0,0.46,10.67,131.0,10.63,0.46,83.0,-5.0
84706138471709,2016,Vlasic-Burns,S.J,435.0,13.0,7.0,8.0,26.0,10.0,0.0,10.0,18.0,7.0,1.0,0.63,4.06,53.0,4.0,0.63,30.0,6.0
84740568475176,2016,Ellis-Subban,NSH,254.0,3.0,4.0,2.0,12.0,9.0,0.0,6.0,13.0,3.0,0.0,0.62,2.7,28.0,2.72,0.65,21.0,3.0
84706008476856,2016,Suter-Dumba,MIN,365.0,21.0,32.0,6.0,70.0,82.0,11.0,57.0,83.0,12.0,10.0,0.46,9.59,121.0,9.58,0.44,64.0,2.0
84714368479458,2016,Hunwick-Zaitsev,TOR,337.0,18.0,17.0,6.0,29.0,64.0,0.0,25.0,38.0,6.0,6.0,0.45,5.05,53.0,4.99,0.47,34.0,0.0
84751978477507,2016,Zadorov-Barrie,COL,288.0,9.0,20.0,5.0,20.0,85.0,0.0,34.0,26.0,5.0,8.0,0.45,3.49,48.0,3.48,0.45,35.0,-3.0
84716868474207,2016,Staal-Holden,NYR,191.0,70.0,100.0,27.0,148.0,280.0,8.0,157.0,186.0,23.0,28.0,0.47,23.24,294.0,23.16,0.46,170.0,-5.0
84742188476875,2016,Matheson-Demers,FLA,293.0,27.0,45.0,11.0,76.0,147.0,3.0,80.0,106.0,9.0,16.0,0.5,14.08,188.0,13.73,0.5,106.0,-7.0
84734468475197,2016,Johnson-Barrie,COL,363.0,5.0,14.0,2.0,18.0,14.0,1.0,10.0,14.0,1.0,9.0,0.59,2.75,40.0,2.69,0.55,27.0,-8.0
84697708470966,2016,Giordano-Wideman,CGY,237.0,12.0,15.0,8.0,41.0,50.0,1.0,21.0,35.0,7.0,3.0,0.51,5.28,69.0,5.19,0.49,34.0,4.0
84739338476923,2016,Severson-Lovejoy,N.J,393.0,1.0,8.0,2.0,9.0,14.0,0.0,15.0,17.0,0.0,1.0,0.35,1.42,19.0,1.32,0.33,9.0,-1.0
84742078476869,2016,Skjei-Holden,NYR,348.0,6.0,11.0,2.0,20.0,42.0,1.0,24.0,34.0,8.0,6.0,0.5,4.3,55.0,4.17,0.5,32.0,2.0
84694928475197,2016,Tyutin-Barrie,COL,198.0,30.0,53.0,12.0,98.0,189.0,8.0,95.0,143.0,13.0,27.0,0.45,13.34,201.0,13.01,0.43,112.0,-14.0
